Skill,Count,Percentage,Definition,Evidence,Math Example
Formula Application and Recall,1,0.07057163020465773,The ability to recall and correctly apply relevant mathematical formulas to a problem.,"The solver immediately recalls and applies the vector projection formula: ""The projection of $\mathbf{a}$ onto $\mathbf{v}$ is given by $\text{proj}_{\mathbf{v}} \mathbf{a} = \frac{\mathbf{a} \cdot \mathbf{v}}{\|\mathbf{v}\|^2} \mathbf{v}$.""","When the vectors $\mathbf{a} = \begin{pmatrix} 1 \\ -1 \\ 2 \end{pmatrix}$ and $\mathbf{b} = \begin{pmatrix} 0 \\ 3 \\ 0 \end{pmatrix}$ are both projected onto the same vector $\mathbf{v},$ the result..."
Concept Translation Across Mathematical Domains,1,0.07057163020465773,The ability to concept translation across mathematical domains in mathematical problem-solving.,No evidence provided.,Let a neighborhood basis of a point  $ x$  of the real line consist of all Lebesgue-measurable sets containing  $ x$  whose density at  $ x$  equals  $ 1$ . Show that this requirement defines a topolo...
Property Verification Through Direct Calculation,1,0.07057163020465773,The ability to property verification through direct calculation in mathematical problem-solving.,No evidence provided.,Let a neighborhood basis of a point  $ x$  of the real line consist of all Lebesgue-measurable sets containing  $ x$  whose density at  $ x$  equals  $ 1$ . Show that this requirement defines a topolo...
Definition Unpacking and Formalization,1,0.07057163020465773,The ability to definition unpacking and formalization in mathematical problem-solving.,No evidence provided.,Let a neighborhood basis of a point  $ x$  of the real line consist of all Lebesgue-measurable sets containing  $ x$  whose density at  $ x$  equals  $ 1$ . Show that this requirement defines a topolo...
Systematic Decomposition of Problem Requirements,1,0.07057163020465773,The ability to systematic decomposition of problem requirements in mathematical problem-solving.,No evidence provided.,Let a neighborhood basis of a point  $ x$  of the real line consist of all Lebesgue-measurable sets containing  $ x$  whose density at  $ x$  equals  $ 1$ . Show that this requirement defines a topolo...
Conceptual Translation,1,0.07057163020465773,The ability to conceptual translation in mathematical problem-solving.,No evidence provided.,You identified several new antigens in a refractory pancreatic solid tumor and want to target them with the chimeric antigen receptor T-cell therapy. You design your chimera so that the cytosolic side...
Elimination,1,0.07057163020465773,The ability to elimination in mathematical problem-solving.,No evidence provided.,You identified several new antigens in a refractory pancreatic solid tumor and want to target them with the chimeric antigen receptor T-cell therapy. You design your chimera so that the cytosolic side...
Pattern Recognition and Symmetry Exploitation,1,0.07057163020465773,The ability to pattern recognition and symmetry exploitation in mathematical problem-solving.,No evidence provided.,"Dave arrives at an airport which has twelve gates arranged in a straight line with exactly $100$ feet between adjacent gates. His departure gate is assigned at random. After waiting at that gate, Dave..."
Alternative Solution Pathways,1,0.07057163020465773,The ability to alternative solution pathways in mathematical problem-solving.,No evidence provided.,"Dave arrives at an airport which has twelve gates arranged in a straight line with exactly $100$ feet between adjacent gates. His departure gate is assigned at random. After waiting at that gate, Dave..."
Systematic Counting,1,0.07057163020465773,The ability to systematic counting in mathematical problem-solving.,No evidence provided.,"Dave arrives at an airport which has twelve gates arranged in a straight line with exactly $100$ feet between adjacent gates. His departure gate is assigned at random. After waiting at that gate, Dave..."
Vector Representation and Algebraic Modeling,1,0.07057163020465773,The ability to vector representation and algebraic modeling in mathematical problem-solving.,No evidence provided.,"A frog begins at $P_0 = (0,0)$ and makes a sequence of jumps according to the following rule: from $P_n = (x_n, y_n),$ the frog jumps to $P_{n+1},$ which may be any of the points $(x_n + 7, y_n + 2),$..."
Cubic Equation Solution Methods,1,0.07057163020465773,The ability to cubic equation solution methods in mathematical problem-solving.,No evidence provided.,"The real root of the equation $8x^3-3x^2-3x-1=0$ can be written in the form $\frac{\sqrt[3]{a}+\sqrt[3]{b}+1}{c}$ , where $a$ , $b$ , and $c$ are positive integers. Find $a+b+c$ ."
Systematic Testing and Verification,1,0.07057163020465773,The ability to systematic testing and verification in mathematical problem-solving.,No evidence provided.,"The real root of the equation $8x^3-3x^2-3x-1=0$ can be written in the form $\frac{\sqrt[3]{a}+\sqrt[3]{b}+1}{c}$ , where $a$ , $b$ , and $c$ are positive integers. Find $a+b+c$ ."
Rational Root Theorem Application,1,0.07057163020465773,The ability to rational root theorem application in mathematical problem-solving.,No evidence provided.,"The real root of the equation $8x^3-3x^2-3x-1=0$ can be written in the form $\frac{\sqrt[3]{a}+\sqrt[3]{b}+1}{c}$ , where $a$ , $b$ , and $c$ are positive integers. Find $a+b+c$ ."
Equation Transformation and Substitution,1,0.07057163020465773,The ability to equation transformation and substitution in mathematical problem-solving.,No evidence provided.,"The real root of the equation $8x^3-3x^2-3x-1=0$ can be written in the form $\frac{\sqrt[3]{a}+\sqrt[3]{b}+1}{c}$ , where $a$ , $b$ , and $c$ are positive integers. Find $a+b+c$ ."
Strategic Hypothesis Testing,1,0.07057163020465773,The ability to strategic hypothesis testing in mathematical problem-solving.,No evidence provided.,"Alice and Bianca have one hundred marbles. At the start of the game they split these hundred marbles into two piles. Thereafter, a move consists of choosing a pile, then choosing a positive integer no..."
Game Theory Framework Application,1,0.07057163020465773,The ability to game theory framework application in mathematical problem-solving.,No evidence provided.,"Alice and Bianca have one hundred marbles. At the start of the game they split these hundred marbles into two piles. Thereafter, a move consists of choosing a pile, then choosing a positive integer no..."
"Number Theory Knowledge

Top Skills",1,0.07057163020465773,"The ability to number theory knowledge

top skills in mathematical problem-solving.",No evidence provided.,"Let $S$ be the set of integers between 1 and $2^{40}$ whose binary expansions have exactly two 1's. If a number is chosen at random from $S,$ the probability that it is divisible by 9 is $p/q,$ where ..."
Example,1,0.07057163020465773,The ability to example in mathematical problem-solving.,No evidence provided.,"Carl chooses a *functional expression**  $E$  which is a finite nonempty string formed from a set  $x_1, x_2, \dots$  of variables and applications of a function  $f$ , together with addition, subtrac..."
Mathematical Equivalence Recognition,1,0.07057163020465773,The ability to mathematical equivalence recognition in mathematical problem-solving.,No evidence provided.,"Carl chooses a *functional expression**  $E$  which is a finite nonempty string formed from a set  $x_1, x_2, \dots$  of variables and applications of a function  $f$ , together with addition, subtrac..."
Mathematical Estimation and Bounding,1,0.07057163020465773,The ability to mathematical estimation and bounding in mathematical problem-solving.,No evidence provided.,Let  $ \mathcal G$  be the set of all finite groups with at least two elements.
Group Theory Conceptualization,1,0.07057163020465773,The ability to group theory conceptualization in mathematical problem-solving.,No evidence provided.,"Ten adults enter a room, remove their shoes, and toss their shoes into a pile. Later, a child randomly pairs each left shoe with a right shoe without regard to which shoes belong together. The probabi..."
Problem Reformulation and Translation,1,0.07057163020465773,The ability to problem reformulation and translation in mathematical problem-solving.,No evidence provided.,"Ten adults enter a room, remove their shoes, and toss their shoes into a pile. Later, a child randomly pairs each left shoe with a right shoe without regard to which shoes belong together. The probabi..."
Number Theory Concepts,1,0.07057163020465773,The ability to number theory concepts in mathematical problem-solving.,No evidence provided.,"For any positive integer $a,$ $\sigma(a)$ denotes the sum of the positive integer divisors of $a$ . Let $n$ be the least positive integer such that $\sigma(a^n)-1$ is divisible by $2021$ for all posit..."
Probabilistic Thinking,1,0.07057163020465773,The ability to probabilistic thinking in mathematical problem-solving.,No evidence provided.,"A token starts at the point $(0,0)$ of an $xy$ -coordinate grid and then makes a sequence of six moves. Each move is 1 unit in a direction parallel to one of the coordinate axes. Each move is selected..."
Constraint Manipulation,1,0.07057163020465773,The ability to constraint manipulation in mathematical problem-solving.,No evidence provided.,"A token starts at the point $(0,0)$ of an $xy$ -coordinate grid and then makes a sequence of six moves. Each move is 1 unit in a direction parallel to one of the coordinate axes. Each move is selected..."
Symmetry Recognition,1,0.07057163020465773,The ability to symmetry recognition in mathematical problem-solving.,No evidence provided.,"Define an ordered quadruple of integers $(a, b, c, d)$ as interesting if $1 \le a<b<c<d \le 10$ , and $a+d>b+c$ . How many interesting ordered quadruples are there?"
Combinatorial Thinking,1,0.07057163020465773,The ability to combinatorial thinking in mathematical problem-solving.,No evidence provided.,"Define an ordered quadruple of integers $(a, b, c, d)$ as interesting if $1 \le a<b<c<d \le 10$ , and $a+d>b+c$ . How many interesting ordered quadruples are there?"
Number Theory Knowledge,1,0.07057163020465773,The ability to number theory knowledge in mathematical problem-solving.,No evidence provided.,A container in the shape of a right circular cone is 12 inches tall and its base has a 5-inch radius. The liquid that is sealed inside is 9 inches deep when the cone is held with its point down and it...
Pattern Recognition and Invariant Identification,1,0.07057163020465773,The ability to pattern recognition and invariant identification in mathematical problem-solving.,No evidence provided.,"A frog begins at $P_0 = (0,0)$ and makes a sequence of jumps according to the following rule: from $P_n = (x_n, y_n),$ the frog jumps to $P_{n+1},$ which may be any of the points $(x_n + 7, y_n + 2),$..."
Systematic Evaluation of Answer Choices,1,0.07057163020465773,Methodically analyzing each possible answer to determine which best fits the calculated solution.,"- ""If Z=51 is the most stable, then 51 - 46 = 5 beta decays. Energy = 20 MeV -> 4 MeV per decay (reasonable).""
- ""If Z=47 is the most stable, then 47 - 46 = 1 beta decay. Energy = 5 MeV (reasonable).""
- ""If Z=50 is the most stable, then 50 - 46 = 4 beta decays.",Consider the fission of $^{236}U$ into two equal mass prompt fission fragments and zero free neutrons. What is the value of proton number Z giving the most stable nucleus with the same mass number? Wh...
